satisfaction,evaluation,number_of_projects,average_montly_hours,time_spend_company,work_accident,churn,promotion,department,salary
0.41,710.0,three,205.0,4+,no,yes,no,marketing,low
0.72,1000.0,five,234.0,5+,no,yes,no,marketing,low
0.36,540.0,two,127.0,3+,no,yes,no,marketing,low
0.9,1000.0,four,229.0,5+,no,yes,no,sales,low
0.44,560.0,two,141.0,3+,no,yes,no,sales,low
0.78,950.0,four,260.0,5+,no,yes,no,sales,low
0.37,520.0,two,141.0,3+,no,yes,no,sales,low
0.4,470.0,two,144.0,3+,yes,yes,no,sales,low
0.84,1000.0,five,250.0,5+,no,yes,no,sales,low
0.09,860.0,six,245.0,4+,no,yes,no,sales,low
0.83,930.0,four,269.0,5+,no,yes,no,sales,low
0.11,870.0,six,273.0,4+,no,yes,no,sales,low
0.37,500.0,two,142.0,3+,no,yes,no,sales,low
0.09,930.0,six,273.0,5+,no,yes,no,sales,low
0.43,470.0,two,248.0,2+,no,yes,no,sales,medium
0.39,560.0,two,147.0,3+,no,yes,no,sales,medium
0.85,900.0,two,168.0,2+,no,yes,no,sales,medium
0.38,520.0,two,128.0,3+,no,yes,no,sales,medium
0.76,840.0,five,227.0,5+,yes,yes,no,sales,medium
0.44,510.0,two,135.0,3+,no,yes,no,sales,medium
0.73,1000.0,four,268.0,5+,no,yes,no,sales,medium
0.43,530.0,two,136.0,3+,no,yes,no,sales,medium
0.43,510.0,two,149.0,3+,yes,yes,no,accounting,medium
0.09,960.0,seven,264.0,4+,no,yes,no,accounting,medium
0.43,530.0,two,143.0,3+,no,yes,no,accounting,medium
0.45,570.0,two,138.0,3+,no,yes,no,hr,medium
0.42,480.0,two,146.0,3+,no,yes,no,hr,high
0.41,460.0,two,150.0,3+,yes,yes,no,hr,low
0.44,550.0,two,156.0,3+,no,yes,no,hr,medium
0.09,920.0,seven,245.0,4+,no,yes,no,technical,medium
0.41,510.0,two,156.0,3+,no,yes,no,technical,medium
0.43,510.0,two,143.0,3+,no,yes,no,technical,medium
0.38,510.0,two,159.0,3+,no,yes,no,technical,low
0.85,960.0,four,217.0,5+,no,yes,no,technical,low
0.88,910.0,four,234.0,6+,no,yes,no,technical,low
0.44,460.0,two,138.0,3+,no,yes,no,technical,low
0.11,920.0,seven,265.0,4+,no,yes,no,technical,low
0.38,500.0,two,145.0,3+,no,yes,no,technical,low
0.09,780.0,six,263.0,4+,no,yes,no,technical,low
0.11,790.0,six,264.0,4+,no,yes,no,technical,low
0.11,880.0,six,253.0,4+,no,yes,no,support,low
0.44,480.0,two,155.0,3+,no,yes,no,support,low
0.38,510.0,two,137.0,3+,no,yes,no,support,low
0.1,870.0,six,254.0,5+,no,yes,no,support,low
0.45,570.0,two,143.0,3+,no,yes,no,support,low
0.11,940.0,seven,280.0,5+,no,yes,no,support,low
0.36,480.0,two,136.0,3+,no,yes,no,support,low
0.72,950.0,five,271.0,5+,no,yes,no,support,low
0.43,480.0,two,157.0,3+,no,yes,no,support,low
0.45,500.0,two,150.0,3+,no,yes,no,support,low
0.4,530.0,two,127.0,3+,no,yes,no,support,low
0.1,810.0,six,271.0,4+,no,yes,no,technical,low
0.83,930.0,five,257.0,5+,no,yes,no,technical,low
0.11,800.0,seven,305.0,4+,no,yes,no,technical,medium
0.43,500.0,two,152.0,3+,no,yes,no,management,medium
0.38,500.0,two,144.0,3+,no,yes,no,IT,medium
0.83,1000.0,five,269.0,5+,no,yes,no,IT,medium
0.11,820.0,seven,285.0,4+,no,yes,no,IT,medium
0.43,520.0,two,136.0,3+,no,yes,no,IT,medium
0.11,880.0,six,294.0,4+,no,yes,no,IT,medium
0.43,460.0,two,157.0,3+,no,yes,no,product_mng,medium
0.1,890.0,six,280.0,4+,no,yes,no,product_mng,medium
0.44,510.0,two,152.0,3+,no,yes,no,product_mng,medium
0.82,910.0,five,276.0,6+,no,yes,no,product_mng,medium
0.1,860.0,six,247.0,4+,no,yes,no,IT,medium
0.1,950.0,five,286.0,4+,no,yes,no,RandD,high
0.3,890.0,five,257.0,5+,no,yes,no,RandD,low
0.1,930.0,six,258.0,4+,no,yes,no,RandD,medium
0.39,500.0,two,151.0,3+,no,yes,no,RandD,medium
0.14,470.0,four,175.0,2+,no,yes,no,RandD,medium
0.82,920.0,four,252.0,5+,no,yes,no,marketing,medium
0.1,850.0,six,266.0,4+,no,yes,no,sales,low
0.09,900.0,six,295.0,4+,no,yes,no,accounting,low
0.54,830.0,six,165.0,6+,no,yes,no,support,low
0.61,580.0,two,264.0,4+,no,yes,no,technical,low
0.1,790.0,six,275.0,4+,no,yes,no,management,low
0.1,900.0,six,299.0,4+,no,yes,no,marketing,low
0.36,490.0,two,147.0,3+,no,yes,no,marketing,low
0.1,970.0,seven,306.0,4+,no,yes,no,marketing,low
0.84,1000.0,five,242.0,5+,no,yes,no,sales,low
0.38,510.0,two,159.0,3+,no,yes,no,sales,low
0.41,490.0,two,147.0,3+,no,yes,no,sales,low
0.37,510.0,two,154.0,3+,yes,yes,no,sales,low
0.43,560.0,two,129.0,3+,no,yes,no,sales,low
0.46,530.0,two,161.0,3+,no,yes,no,sales,low
0.09,840.0,six,269.0,4+,no,yes,no,sales,low
0.78,860.0,five,274.0,5+,no,yes,no,sales,low
0.45,530.0,two,159.0,3+,no,yes,no,sales,low
0.42,470.0,two,135.0,3+,no,yes,no,sales,low
0.46,530.0,two,147.0,3+,no,yes,no,sales,low
0.39,490.0,two,142.0,3+,no,yes,no,sales,low
0.36,510.0,two,130.0,3+,no,yes,no,sales,low
0.43,530.0,two,147.0,3+,no,yes,no,sales,medium
0.85,870.0,five,246.0,5+,yes,yes,no,sales,medium
0.11,920.0,six,281.0,4+,no,yes,no,sales,medium
0.11,900.0,six,253.0,4+,no,yes,no,sales,medium
0.38,470.0,two,128.0,3+,no,yes,no,sales,medium
0.43,570.0,two,129.0,3+,no,yes,no,sales,medium
0.75,1000.0,five,223.0,6+,no,yes,no,accounting,medium
0.11,920.0,six,269.0,4+,no,yes,no,accounting,medium
0.1,900.0,seven,269.0,4+,no,yes,no,accounting,medium
0.1,810.0,seven,244.0,5+,no,yes,no,hr,medium
0.37,500.0,two,154.0,3+,no,yes,no,hr,medium
0.11,930.0,five,140.0,5+,no,yes,no,hr,medium
0.45,460.0,two,159.0,3+,no,yes,no,hr,high
0.44,480.0,two,158.0,3+,no,yes,no,technical,low
0.44,560.0,two,133.0,3+,no,yes,no,technical,medium
0.11,770.0,six,247.0,4+,no,yes,no,technical,medium
0.79,930.0,five,268.0,5+,no,yes,no,technical,medium
0.8,900.0,five,267.0,5+,no,yes,no,technical,medium
0.1,870.0,seven,251.0,5+,no,yes,no,technical,low
0.09,930.0,six,279.0,4+,no,yes,no,technical,low
0.7,840.0,six,161.0,4+,no,yes,no,technical,low
0.72,840.0,four,256.0,5+,no,yes,no,technical,low
0.11,800.0,six,304.0,4+,no,yes,no,technical,low
0.39,510.0,two,137.0,3+,no,yes,no,technical,low
0.4,490.0,two,144.0,3+,no,yes,no,support,low
0.43,540.0,two,142.0,3+,no,yes,no,support,low
0.76,870.0,five,262.0,5+,no,yes,no,support,low
0.4,480.0,two,142.0,3+,no,yes,no,support,low
0.09,890.0,six,282.0,4+,no,yes,no,support,low
0.37,540.0,two,157.0,3+,no,yes,no,support,low
0.87,910.0,five,228.0,5+,no,yes,no,support,low
0.1,860.0,six,283.0,4+,no,yes,no,support,low
0.11,860.0,six,286.0,4+,no,yes,no,support,low
0.43,500.0,two,148.0,3+,no,yes,no,support,low
0.1,810.0,six,245.0,4+,no,yes,no,support,low
0.11,950.0,six,279.0,4+,no,yes,no,technical,low
0.85,870.0,five,245.0,5+,no,yes,no,technical,low
0.37,490.0,two,138.0,3+,no,yes,no,technical,low
0.44,520.0,two,141.0,3+,no,yes,no,management,low
0.1,830.0,seven,302.0,5+,no,yes,no,IT,medium
0.11,890.0,six,268.0,4+,no,yes,no,IT,medium
0.87,880.0,five,240.0,5+,no,yes,no,IT,medium
0.39,490.0,two,127.0,3+,no,yes,no,IT,medium
0.1,940.0,seven,264.0,4+,no,yes,no,IT,medium
0.44,530.0,two,155.0,3+,no,yes,no,product_mng,medium
0.4,490.0,two,143.0,3+,no,yes,no,product_mng,medium
0.76,980.0,five,217.0,6+,no,yes,no,product_mng,medium
0.46,550.0,two,147.0,3+,no,yes,no,product_mng,medium
0.9,920.0,four,271.0,5+,no,yes,no,IT,medium
0.85,870.0,four,273.0,5+,no,yes,no,RandD,medium
0.1,780.0,five,285.0,4+,yes,yes,no,RandD,medium
0.43,490.0,two,131.0,3+,no,yes,no,RandD,high
0.2,500.0,five,135.0,6+,no,yes,no,RandD,low
0.81,920.0,five,239.0,5+,no,yes,no,RandD,medium
0.83,850.0,five,237.0,5+,no,yes,no,marketing,medium
0.14,750.0,four,277.0,5+,yes,yes,no,sales,medium
0.1,840.0,five,303.0,5+,no,yes,no,accounting,medium
0.91,980.0,four,242.0,6+,no,yes,no,support,low
0.37,570.0,two,158.0,3+,no,yes,no,technical,low
0.42,570.0,two,147.0,3+,yes,yes,no,management,low
0.39,680.0,two,282.0,5+,no,yes,no,marketing,low
0.39,540.0,two,154.0,3+,no,yes,no,marketing,low
0.44,520.0,two,149.0,3+,no,yes,no,marketing,low
0.37,450.0,two,149.0,3+,no,yes,no,sales,low
0.39,530.0,two,146.0,3+,no,yes,no,sales,low
0.72,940.0,four,258.0,5+,no,yes,no,sales,low
0.37,490.0,two,148.0,3+,no,yes,no,sales,low
0.82,940.0,five,236.0,5+,no,yes,no,sales,low
0.42,520.0,two,134.0,3+,no,yes,no,sales,low
0.59,1000.0,two,155.0,5+,no,yes,no,sales,low
0.82,860.0,five,257.0,5+,no,yes,no,sales,low
0.73,970.0,six,189.0,2+,no,yes,no,sales,low
0.78,660.0,three,164.0,3+,no,yes,no,sales,low
0.09,950.0,six,271.0,4+,no,yes,no,sales,low
0.1,970.0,six,280.0,4+,no,yes,no,sales,low
0.45,460.0,two,149.0,3+,no,yes,no,sales,low
0.83,810.0,five,219.0,5+,no,yes,no,sales,low
0.43,510.0,two,128.0,3+,no,yes,no,sales,low
0.4,470.0,two,128.0,3+,no,yes,no,sales,medium
0.43,460.0,two,157.0,3+,no,yes,no,sales,medium
0.78,930.0,four,225.0,5+,no,yes,no,sales,medium
0.39,450.0,two,140.0,3+,no,yes,no,sales,medium
0.11,970.0,six,310.0,4+,no,yes,no,accounting,medium
0.36,520.0,two,143.0,3+,no,yes,no,accounting,medium
0.36,540.0,two,153.0,3+,no,yes,no,accounting,medium
0.1,790.0,seven,310.0,4+,no,yes,no,hr,medium
0.4,470.0,two,136.0,3+,no,yes,no,hr,medium
0.81,850.0,four,251.0,6+,no,yes,no,hr,medium
0.4,470.0,two,144.0,3+,no,yes,no,hr,medium
0.09,930.0,six,296.0,4+,no,yes,no,technical,medium
0.76,890.0,five,238.0,5+,no,yes,no,technical,high
0.73,930.0,five,162.0,4+,no,yes,no,technical,low
0.38,490.0,two,137.0,3+,no,yes,no,technical,medium
0.72,840.0,five,257.0,5+,no,yes,no,technical,medium
0.4,560.0,two,148.0,3+,no,yes,no,technical,medium
0.91,990.0,five,254.0,5+,no,yes,no,technical,medium
0.85,850.0,four,247.0,6+,no,yes,no,technical,low
0.9,700.0,five,206.0,4+,no,yes,no,technical,low
0.46,550.0,two,145.0,3+,no,yes,no,technical,low
0.43,570.0,two,159.0,3+,yes,yes,no,technical,low
0.89,880.0,five,228.0,5+,yes,yes,no,support,low
0.09,810.0,six,257.0,4+,no,yes,no,support,low
0.4,480.0,two,155.0,3+,no,yes,no,support,low
0.76,830.0,six,293.0,6+,no,yes,no,support,low
0.4,570.0,two,151.0,3+,no,yes,no,support,low
0.37,480.0,two,160.0,3+,no,yes,no,support,low
0.37,530.0,two,143.0,3+,no,yes,no,support,low
0.11,960.0,six,280.0,4+,no,yes,no,support,low
0.37,520.0,two,158.0,3+,no,yes,no,support,low
0.09,890.0,seven,310.0,4+,no,yes,no,support,low
0.88,860.0,five,258.0,5+,no,yes,no,support,low
0.84,940.0,five,262.0,5+,no,yes,no,technical,low
0.1,980.0,six,265.0,4+,no,yes,no,technical,low
0.41,470.0,two,143.0,3+,yes,yes,no,technical,low
0.84,910.0,five,232.0,6+,no,yes,no,management,low
0.41,550.0,two,161.0,3+,no,yes,no,IT,low
0.53,760.0,five,132.0,6+,no,yes,no,IT,low
0.42,470.0,two,139.0,3+,yes,yes,no,IT,medium
0.36,500.0,two,131.0,3+,no,yes,no,IT,medium
0.38,520.0,two,161.0,3+,no,yes,no,IT,medium
0.36,480.0,two,152.0,3+,no,yes,no,product_mng,medium
0.46,540.0,two,138.0,3+,no,yes,no,product_mng,medium
0.37,470.0,two,159.0,3+,yes,yes,no,product_mng,medium
0.42,490.0,two,153.0,3+,no,yes,no,product_mng,medium
0.44,560.0,two,156.0,3+,no,yes,no,IT,medium
0.92,820.0,five,265.0,5+,no,yes,no,RandD,medium
0.1,790.0,six,301.0,5+,no,yes,no,RandD,medium
0.76,1000.0,four,220.0,6+,no,yes,no,RandD,medium
0.11,790.0,six,247.0,4+,no,yes,no,RandD,medium
0.43,480.0,two,136.0,3+,no,yes,no,RandD,high
0.4,490.0,two,160.0,3+,no,yes,no,marketing,low
0.11,840.0,seven,310.0,4+,no,yes,no,sales,medium
0.84,820.0,five,240.0,5+,no,yes,no,accounting,medium
0.84,840.0,five,238.0,5+,no,yes,no,support,medium
0.51,600.0,seven,243.0,5+,no,yes,no,technical,medium
0.66,910.0,five,248.0,4+,no,yes,no,management,low
0.42,560.0,two,137.0,3+,no,yes,no,marketing,low
0.38,490.0,two,155.0,3+,no,yes,no,marketing,low
0.15,630.0,seven,229.0,3+,no,yes,no,marketing,low
0.38,530.0,two,140.0,3+,no,yes,no,sales,low
0.43,540.0,two,156.0,3+,no,yes,no,sales,low
0.37,570.0,two,147.0,3+,no,yes,no,sales,low
0.11,920.0,seven,293.0,4+,no,yes,no,sales,low
0.41,530.0,two,157.0,3+,no,yes,no,sales,low
0.84,960.0,four,247.0,5+,no,yes,no,sales,low
0.4,510.0,two,148.0,3+,no,yes,no,sales,low
0.58,740.0,four,215.0,3+,no,no,no,sales,low
0.82,670.0,two,202.0,3+,no,no,no,sales,low
0.45,690.0,five,193.0,3+,no,no,no,sales,low
0.78,820.0,five,247.0,3+,no,no,no,sales,low
0.49,600.0,three,214.0,2+,no,no,no,sales,low
0.36,950.0,three,206.0,4+,no,no,no,sales,low
0.54,370.0,two,176.0,2+,no,no,no,sales,low
0.99,910.0,five,136.0,4+,no,no,no,sales,low
0.5,750.0,six,127.0,3+,no,no,no,sales,low
0.74,640.0,four,268.0,3+,no,no,no,sales,low
0.56,580.0,four,258.0,3+,no,no,no,sales,medium
0.34,390.0,two,136.0,3+,no,no,no,sales,medium
0.48,940.0,five,255.0,6+,no,no,no,accounting,medium
0.73,620.0,three,218.0,3+,no,no,no,accounting,medium
0.59,870.0,three,268.0,4+,no,no,no,accounting,medium
0.81,570.0,three,224.0,2+,no,no,no,hr,medium
0.9,660.0,three,231.0,3+,no,no,no,hr,medium
0.41,840.0,six,191.0,6+,no,no,no,hr,medium
0.89,920.0,four,165.0,5+,no,no,no,hr,medium
0.48,840.0,four,252.0,3+,no,no,no,technical,medium
0.79,970.0,five,266.0,2+,no,no,no,technical,medium
0.98,660.0,five,248.0,3+,no,no,no,technical,medium
0.75,700.0,four,144.0,4+,no,no,no,technical,high
1.0,410.0,four,174.0,3+,no,no,no,technical,low
0.24,820.0,five,179.0,6+,no,no,no,technical,medium
0.84,430.0,six,246.0,4+,no,no,no,technical,medium
0.56,860.0,four,201.0,3+,yes,no,no,technical,medium
0.92,930.0,four,208.0,3+,no,no,no,technical,medium
0.61,980.0,three,267.0,3+,no,no,no,technical,low
0.84,770.0,four,262.0,4+,no,no,no,technical,low
0.85,590.0,three,235.0,3+,no,no,no,support,low
0.67,570.0,two,160.0,4+,no,no,no,support,low
0.54,940.0,four,267.0,4+,no,no,no,support,low
0.75,560.0,five,175.0,4+,no,no,no,support,low
0.82,790.0,four,224.0,2+,no,no,no,support,low
0.76,600.0,four,177.0,2+,no,no,no,support,low
0.19,530.0,six,191.0,4+,no,no,no,support,low
0.61,410.0,three,138.0,3+,no,no,no,support,low
0.51,800.0,three,218.0,2+,yes,no,no,support,low
0.52,880.0,three,179.0,2+,yes,no,no,support,low
0.74,580.0,three,241.0,3+,no,no,no,support,low
0.98,910.0,four,240.0,3+,no,no,no,technical,low
0.71,920.0,three,202.0,4+,no,no,no,technical,low
0.33,880.0,six,260.0,3+,no,no,no,technical,low
0.98,970.0,three,196.0,3+,no,no,no,management,low
0.52,590.0,two,176.0,3+,yes,no,no,IT,low
0.84,650.0,two,140.0,3+,no,no,no,IT,low
0.87,500.0,three,242.0,2+,no,no,no,IT,low
0.48,850.0,three,279.0,4+,no,no,no,IT,low
0.58,550.0,four,202.0,3+,no,no,no,IT,medium
0.58,840.0,five,228.0,3+,no,no,no,product_mng,medium
0.73,690.0,four,171.0,3+,no,no,no,product_mng,medium
0.68,540.0,four,153.0,3+,no,no,no,product_mng,medium
0.41,680.0,three,165.0,3+,yes,no,no,product_mng,medium
0.85,600.0,three,182.0,3+,no,no,no,IT,medium
0.54,700.0,five,239.0,5+,no,no,no,RandD,medium
0.81,610.0,five,231.0,2+,no,no,no,RandD,medium
0.7,520.0,four,255.0,3+,no,no,no,RandD,medium
0.63,660.0,four,237.0,2+,yes,no,no,RandD,medium
0.68,540.0,three,251.0,2+,no,no,no,RandD,medium
0.7,530.0,four,178.0,2+,no,no,no,marketing,medium
0.82,650.0,four,148.0,3+,no,no,no,sales,high
0.72,940.0,four,240.0,4+,no,no,no,accounting,low
0.77,780.0,three,269.0,3+,no,no,no,support,medium
0.86,910.0,four,147.0,3+,no,no,no,technical,medium
0.15,970.0,three,198.0,5+,no,no,no,management,medium
0.81,990.0,five,143.0,3+,no,no,no,marketing,medium
0.93,980.0,three,238.0,2+,no,no,no,marketing,low
0.62,740.0,four,213.0,4+,no,no,no,marketing,low
0.53,810.0,three,226.0,3+,yes,no,no,sales,low
0.86,990.0,three,169.0,2+,yes,no,no,sales,low
0.92,650.0,four,238.0,2+,no,no,no,sales,low
0.97,830.0,four,202.0,3+,no,no,no,sales,low
0.39,780.0,two,205.0,6+,yes,no,no,sales,low
0.45,660.0,three,111.0,4+,no,no,no,sales,low
0.41,470.0,four,104.0,3+,no,no,no,sales,low
0.51,690.0,three,212.0,3+,no,no,no,sales,low
0.74,620.0,four,236.0,4+,no,no,no,sales,low
0.69,570.0,five,245.0,2+,yes,no,no,sales,low
0.84,640.0,four,267.0,4+,no,no,no,sales,low
0.69,660.0,five,106.0,5+,no,no,no,sales,low
0.93,530.0,five,198.0,3+,no,no,no,sales,low
0.33,450.0,six,239.0,3+,no,no,no,sales,low
0.25,650.0,five,220.0,3+,no,no,no,sales,low
0.63,590.0,five,224.0,3+,no,no,no,sales,low
0.81,620.0,three,100.0,3+,no,no,no,sales,low
0.12,870.0,four,244.0,5+,no,no,no,sales,low
0.52,660.0,four,139.0,3+,no,no,no,sales,low
0.57,510.0,two,152.0,2+,no,no,no,accounting,medium
0.84,580.0,four,208.0,3+,no,no,no,accounting,medium
0.6,950.0,five,205.0,3+,no,no,no,accounting,medium
0.73,440.0,two,194.0,6+,no,no,no,hr,medium
0.2,580.0,three,209.0,5+,no,no,no,hr,medium
0.58,900.0,three,212.0,3+,no,no,no,hr,medium
0.48,560.0,two,151.0,3+,no,no,no,hr,medium
0.54,670.0,four,282.0,6+,no,no,no,technical,medium
0.86,1000.0,four,256.0,3+,no,no,no,technical,medium
0.94,830.0,two,185.0,3+,yes,no,no,technical,medium
0.76,740.0,five,132.0,3+,no,no,no,technical,medium
0.61,950.0,five,233.0,3+,no,no,no,technical,medium
0.56,940.0,four,215.0,2+,no,no,no,technical,high
1.0,740.0,three,220.0,4+,no,no,no,technical,low
0.15,530.0,six,222.0,3+,no,no,no,technical,medium
0.19,580.0,five,182.0,2+,no,no,no,technical,medium
0.17,730.0,five,258.0,4+,no,no,no,technical,medium
0.71,570.0,three,209.0,2+,no,no,no,technical,medium
0.86,790.0,three,242.0,2+,no,no,no,support,low
0.59,880.0,four,155.0,3+,yes,no,no,support,low
0.74,760.0,five,104.0,4+,no,no,no,support,low
0.98,920.0,four,,3+,yes,no,no,support,low
0.93,750.0,five,143.0,3+,no,no,no,support,low
1.0,920.0,five,161.0,3+,yes,no,no,support,low
0.59,810.0,four,200.0,2+,no,no,no,support,low
0.98,550.0,four,255.0,2+,no,no,no,support,low
0.35,500.0,five,227.0,2+,no,no,no,support,low
0.42,960.0,three,270.0,6+,no,no,no,support,low
0.61,850.0,five,230.0,3+,no,no,no,support,low
0.78,720.0,five,270.0,3+,yes,no,no,technical,low
0.93,520.0,four,200.0,3+,no,no,no,technical,low
0.5,950.0,five,207.0,3+,no,no,no,technical,low
0.67,510.0,five,182.0,3+,no,no,no,management,low
0.75,850.0,four,234.0,3+,no,no,no,IT,low
0.79,510.0,four,237.0,2+,no,no,no,IT,low
0.84,890.0,four,187.0,2+,yes,no,no,IT,low
0.72,500.0,three,257.0,6+,no,no,no,IT,low
0.57,480.0,two,194.0,2+,no,no,no,IT,low
0.73,520.0,four,162.0,3+,no,no,no,product_mng,low
0.74,580.0,four,148.0,2+,no,no,no,product_mng,medium
0.52,830.0,four,210.0,2+,no,no,no,product_mng,medium
0.56,760.0,three,213.0,2+,yes,no,no,product_mng,medium
0.76,680.0,four,189.0,2+,yes,no,no,IT,medium
0.82,930.0,four,185.0,2+,no,no,no,RandD,medium
0.76,830.0,three,186.0,2+,yes,no,no,RandD,medium
0.62,590.0,three,128.0,3+,no,no,no,RandD,medium
0.48,800.0,four,268.0,3+,no,no,no,RandD,medium
0.64,770.0,three,213.0,3+,yes,no,no,RandD,medium
0.74,820.0,four,142.0,2+,no,no,no,marketing,medium
0.52,430.0,two,199.0,2+,no,no,no,sales,medium
0.67,500.0,four,157.0,2+,no,no,no,accounting,medium
0.71,760.0,five,172.0,2+,yes,no,no,support,high
0.72,630.0,three,176.0,3+,yes,no,no,technical,low
0.33,580.0,two,183.0,2+,no,no,no,management,medium
0.91,560.0,four,270.0,2+,no,no,no,marketing,medium
0.88,680.0,five,157.0,4+,yes,no,no,marketing,medium
0.96,600.0,four,185.0,3+,no,no,no,marketing,medium
0.97,680.0,three,167.0,3+,no,no,no,sales,low
0.27,590.0,five,226.0,5+,no,no,no,sales,low
0.65,640.0,three,223.0,4+,no,no,no,sales,low
0.68,730.0,three,257.0,3+,no,no,no,sales,low
0.68,460.0,four,143.0,3+,no,no,no,sales,low
0.69,740.0,three,215.0,2+,no,no,no,sales,low
0.79,990.0,three,194.0,4+,no,no,no,sales,low
0.74,920.0,five,193.0,3+,no,no,no,sales,low
0.8,830.0,three,163.0,3+,no,no,no,sales,low
0.38,940.0,five,252.0,5+,no,no,no,sales,low
0.26,830.0,three,168.0,3+,no,no,no,sales,low
0.81,860.0,three,231.0,3+,no,no,no,sales,low
0.67,540.0,two,141.0,2+,no,no,no,sales,low
0.55,810.0,four,260.0,2+,no,no,no,sales,low
0.87,710.0,three,132.0,2+,no,no,no,sales,low
0.46,690.0,two,159.0,2+,no,no,no,sales,low
0.63,570.0,four,177.0,3+,yes,no,no,sales,low
0.54,960.0,four,248.0,3+,no,no,no,sales,low
1.0,490.0,three,185.0,2+,no,no,no,sales,low
0.97,660.0,four,149.0,2+,no,no,no,accounting,low
0.9,920.0,three,152.0,3+,no,no,no,accounting,low
0.75,700.0,three,129.0,3+,no,no,no,accounting,medium
0.92,840.0,four,208.0,2+,no,no,no,hr,medium
0.8,940.0,four,136.0,2+,no,no,no,hr,medium
0.57,810.0,three,142.0,2+,no,no,no,hr,medium
0.81,940.0,three,225.0,4+,no,no,no,hr,medium
0.64,600.0,three,143.0,3+,no,no,no,technical,medium
0.71,540.0,four,215.0,3+,no,no,no,technical,medium
0.35,580.0,three,229.0,6+,yes,no,no,technical,medium
0.88,810.0,five,193.0,5+,no,no,no,technical,medium
0.13,590.0,five,160.0,5+,no,no,no,technical,medium
0.82,730.0,four,195.0,5+,yes,no,no,technical,medium
0.17,920.0,four,189.0,2+,no,no,no,technical,medium
0.21,820.0,four,207.0,5+,no,no,no,technical,high
0.89,470.0,,108.0,3+,no,no,no,technical,low
0.2,,six,224.0,4+,no,no,no,technical,medium
0.99,810.0,five,180.0,3+,yes,no,no,technical,medium
0.26,850.0,six,152.0,4+,no,no,no,support,medium
0.22,530.0,four,244.0,2+,no,no,no,support,medium
0.79,840.0,three,176.0,3+,no,no,no,support,low
0.73,790.0,four,145.0,2+,yes,no,no,support,low
0.83,540.0,three,149.0,3+,no,no,no,support,low
0.42,540.0,three,122.0,4+,no,no,no,support,low
0.18,800.0,two,110.0,5+,no,no,no,support,low
0.92,910.0,four,222.0,2+,no,no,no,support,low
0.87,520.0,three,237.0,3+,no,no,no,support,low
0.72,650.0,four,224.0,3+,no,no,no,support,low
0.64,580.0,five,115.0,5+,no,no,no,support,low
1.0,660.0,four,180.0,3+,no,no,no,technical,low
0.83,650.0,four,162.0,3+,no,no,no,technical,low
0.98,580.0,four,136.0,3+,no,no,no,technical,low
0.7,870.0,three,260.0,2+,no,no,no,management,low
0.9,790.0,four,150.0,2+,no,no,no,IT,low
0.55,990.0,four,248.0,3+,no,no,no,IT,low
0.78,840.0,three,233.0,3+,yes,no,no,IT,low
0.89,530.0,five,272.0,3+,no,no,no,IT,low
0.17,590.0,three,197.0,5+,no,no,no,IT,low
0.14,640.0,five,164.0,5+,no,no,no,product_mng,low
0.85,570.0,four,216.0,2+,no,no,no,product_mng,low
0.84,790.0,four,266.0,3+,yes,no,no,product_mng,low
0.7,690.0,three,102.0,4+,yes,no,no,product_mng,medium
0.16,980.0,five,284.0,5+,no,no,no,IT,medium
0.51,690.0,three,145.0,2+,yes,no,no,RandD,medium
0.6,890.0,three,167.0,4+,no,no,no,RandD,medium
0.5,630.0,three,172.0,2+,no,no,no,RandD,medium
0.43,390.0,five,198.0,5+,no,no,no,RandD,medium
0.5,700.0,four,201.0,4+,no,no,no,RandD,medium
0.91,890.0,four,197.0,4+,no,no,no,marketing,medium
0.65,930.0,four,270.0,2+,no,no,no,sales,medium
0.59,520.0,two,149.0,3+,no,no,no,accounting,medium
0.89,560.0,three,256.0,3+,no,no,no,support,medium
0.97,600.0,three,162.0,3+,no,no,no,technical,medium
0.56,970.0,five,163.0,2+,no,no,no,management,high
0.76,930.0,three,266.0,3+,yes,no,no,marketing,low
0.28,550.0,four,208.0,4+,no,no,no,marketing,medium
0.75,510.0,four,138.0,4+,no,no,no,marketing,medium
0.78,810.0,four,232.0,3+,no,no,no,sales,medium
0.26,630.0,six,100.0,4+,no,no,no,sales,medium
0.53,720.0,two,172.0,5+,no,no,no,sales,low
0.25,410.0,three,133.0,6+,yes,no,no,sales,low
0.82,510.0,three,234.0,3+,no,no,no,sales,low
0.71,570.0,two,183.0,4+,no,no,no,sales,low
0.61,950.0,four,174.0,4+,no,no,no,sales,low
0.89,680.0,three,175.0,2+,no,no,no,sales,low
0.57,780.0,three,109.0,3+,yes,no,no,sales,low
0.93,800.0,four,248.0,3+,no,no,no,sales,low
0.61,840.0,five,104.0,4+,no,no,no,sales,low
0.56,620.0,three,154.0,2+,no,no,no,sales,low
0.7,890.0,six,214.0,2+,no,no,no,sales,low
0.9,640.0,four,209.0,4+,no,no,no,sales,low
0.15,740.0,six,212.0,2+,no,no,no,sales,low
0.39,360.0,three,168.0,3+,yes,no,no,sales,low
0.74,720.0,four,176.0,3+,no,no,no,sales,low
0.7,610.0,four,163.0,4+,yes,no,no,sales,low
0.72,930.0,four,148.0,2+,no,no,no,sales,low
